,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumStorePurchases,kmeans_cluster,agglomerative_cluster,dbscan_cluster
413,46923.0,1,0,85,44,54,102,78,6,5,7,0,1,4
414,75072.0,0,1,583,34,309,0,22,125,5,8,1,0,36
415,75865.0,0,0,483,0,591,156,0,12,3,10,1,0,66
416,19789.0,1,0,2,5,9,28,6,28,2,3,0,1,6
417,80134.0,0,0,966,26,282,52,26,26,2,11,1,2,37
418,91065.0,0,0,822,114,108,179,137,114,7,9,1,2,-1
419,49505.0,1,1,604,0,100,19,0,28,10,8,1,2,-1
420,37401.0,1,0,19,3,19,3,1,3,2,3,0,1,6
421,30096.0,1,0,5,3,11,12,5,9,2,3,0,1,6
422,18492.0,1,0,2,2,2,2,1,1,1,2,0,1,0
423,82584.0,0,0,1076,68,103,29,91,68,3,8,1,2,-1
424,93027.0,0,0,1285,42,716,55,0,21,7,5,1,0,-1
425,48686.0,1,2,10,0,7,2,0,1,1,2,0,1,0
426,92910.0,0,0,551,137,792,179,103,33,6,13,1,0,-1
427,75433.0,1,0,800,0,297,0,34,57,2,10,1,2,-1
428,10404.0,1,0,2,2,11,10,6,12,1,4,0,1,1
429,61314.0,0,1,378,0,189,97,172,172,5,12,1,2,13
430,84865.0,0,0,1248,16,349,43,16,16,2,9,1,0,-1
431,42387.0,1,0,235,0,235,19,4,191,8,7,0,2,-1
432,67309.0,1,1,515,47,181,149,95,95,9,9,1,2,-1
433,75236.0,0,1,438,66,400,12,38,114,8,13,1,0,38
434,30015.0,1,0,25,0,22,2,3,5,1,4,0,1,1
435,50943.0,0,1,31,0,7,2,0,6,1,3,0,1,6
436,67272.0,0,1,357,35,271,28,28,14,6,12,1,2,30
437,51529.0,0,1,400,4,35,6,0,22,9,5,0,2,-1
438,32011.0,1,0,99,0,15,2,1,5,2,4,0,1,1
439,7500.0,1,0,1,11,5,4,6,9,2,3,0,1,6
440,28691.0,1,0,5,4,13,8,0,4,1,3,0,1,6
441,56223.0,0,1,77,28,31,16,0,4,2,5,0,1,7
442,18100.0,0,0,3,1,2,4,3,1,0,3,0,1,6
443,30279.0,1,0,10,4,14,4,4,1,1,3,0,1,6
444,20130.0,0,0,0,6,3,7,6,12,1,3,0,1,6
445,23295.0,0,0,0,0,1,2,12,5,1,2,0,1,0
446,42618.0,1,0,76,14,74,13,5,10,5,4,0,1,1
447,81246.0,0,0,398,190,537,61,156,37,4,7,1,0,18
448,24027.0,1,0,14,7,11,11,0,5,2,3,0,1,6
449,55707.0,0,1,208,7,82,30,66,35,3,9,1,2,9
450,57959.0,0,1,430,16,322,43,24,33,4,11,1,2,-1
451,56796.0,0,1,656,38,161,62,47,37,8,7,1,2,-1
452,36230.0,1,0,14,2,30,8,2,3,2,4,0,1,1
453,70829.0,1,1,141,70,106,72,19,23,4,8,1,2,-1
454,65991.0,0,1,507,19,364,25,47,9,9,10,1,0,-1
455,38988.0,1,2,164,24,103,12,3,42,5,6,0,1,2
456,89572.0,0,0,606,24,974,197,194,64,7,9,1,0,-1
457,42207.0,1,0,116,11,72,3,17,46,4,5,0,1,7
458,50300.0,0,1,143,15,60,24,23,5,2,8,0,2,16
459,66664.0,0,0,398,96,447,220,96,32,5,6,1,0,15
460,60597.0,0,1,522,0,257,32,16,66,2,8,1,2,16
461,70165.0,0,0,161,0,253,199,191,122,3,11,1,2,-1
462,50520.0,0,1,112,0,6,2,1,14,3,3,0,1,6
463,80124.0,0,0,483,84,398,205,84,241,3,8,1,0,-1
464,33183.0,1,0,7,5,39,17,15,37,4,3,0,1,6
465,66582.0,0,0,789,25,420,16,38,0,2,9,1,0,-1
466,75261.0,0,0,1239,17,413,23,34,17,5,5,1,0,-1
467,31880.0,1,0,4,1,5,2,0,3,1,2,0,1,0
468,53790.0,0,2,335,42,127,28,5,5,7,8,1,2,16
469,49269.0,1,0,639,8,166,11,8,58,7,12,1,2,39
470,61456.0,0,1,563,76,384,84,192,89,6,13,1,0,-1
471,37406.0,1,0,2,0,8,2,2,3,1,2,0,1,0
472,56937.0,1,0,746,8,125,11,8,8,8,9,1,2,-1
473,38415.0,1,1,22,1,13,4,0,4,1,3,0,1,6
474,20518.0,1,0,4,1,6,4,1,9,1,2,0,1,0
475,62503.0,0,1,478,0,193,110,75,117,8,11,1,2,65
476,41644.0,1,1,20,3,4,2,0,2,1,3,0,1,6
477,55842.0,0,1,451,0,39,0,4,24,7,8,1,2,16
478,62010.0,0,1,371,22,39,6,0,92,6,7,1,2,4
479,41124.0,1,0,281,7,84,15,0,119,7,4,0,1,1
480,38961.0,1,0,19,7,19,0,1,24,2,2,0,1,0
481,37760.0,1,0,26,3,13,2,10,0,2,3,0,1,6
482,32233.0,1,0,138,15,35,25,11,72,6,2,0,1,0
483,43057.0,0,1,213,2,44,0,2,5,4,5,0,1,7
484,83151.0,0,0,407,28,100,120,74,18,5,4,1,0,-1
485,78825.0,0,0,483,74,114,169,37,18,5,13,1,2,-1
486,65104.0,0,1,738,0,232,13,20,50,3,7,1,0,20
487,60093.0,0,1,502,12,109,16,6,90,7,10,1,2,3
488,14045.0,1,0,11,0,5,2,1,1,1,3,0,1,6
489,28457.0,0,0,24,1,108,29,29,14,4,4,0,1,1
490,78952.0,0,1,1170,19,594,99,76,134,2,12,1,0,-1
491,46310.0,1,0,185,2,88,15,5,14,6,5,0,1,7
492,76005.0,0,0,983,20,389,240,50,40,3,13,1,2,-1
493,58308.0,0,1,691,0,69,10,0,130,2,3,0,2,-1
494,55614.0,0,0,504,13,131,8,0,26,9,6,1,2,40
495,59432.0,0,1,317,25,265,25,19,12,5,11,1,2,41
496,55563.0,0,1,29,1,9,2,0,2,2,3,0,1,6
497,78642.0,0,1,1396,0,322,46,35,17,4,4,1,0,-1
498,67911.0,0,1,529,0,356,63,28,0,6,11,1,0,-1
499,65275.0,0,0,388,14,218,91,14,21,4,13,1,2,-1
500,27203.0,1,1,13,2,21,4,0,24,1,2,0,1,0
501,48330.0,0,1,28,0,4,0,0,0,1,3,0,1,6
502,24279.0,0,0,16,36,21,20,62,108,4,3,0,1,6
503,64355.0,1,0,1047,0,140,67,38,153,4,12,1,2,-1
504,50943.0,0,1,31,0,7,2,0,6,1,3,0,1,6
505,53653.0,0,0,815,10,239,28,10,108,10,12,1,2,-1
506,65665.0,0,1,225,162,387,106,36,29,5,8,1,0,-1
507,81217.0,0,0,493,70,324,146,40,84,3,11,1,0,-1
508,34935.0,0,0,34,4,66,3,10,20,2,4,0,1,1
509,61250.0,0,1,382,138,65,60,26,59,5,12,1,2,13
510,39665.0,1,0,127,1,56,0,1,31,4,3,0,1,6
511,60152.0,0,1,325,83,300,86,58,91,6,12,1,2,30
512,48920.0,0,2,238,17,68,8,10,6,6,5,0,1,7
513,89120.0,0,0,1168,92,408,72,129,55,5,7,1,0,-1
514,44124.0,0,1,284,0,55,0,6,52,6,5,0,1,7
515,81169.0,0,0,1288,20,613,80,61,27,5,9,1,0,-1
516,36443.0,1,1,65,0,46,4,3,20,3,3,0,1,6
517,26095.0,1,0,11,7,9,3,1,11,1,3,0,1,6
518,71367.0,0,0,227,23,389,42,21,75,4,7,1,0,-1
519,80184.0,0,0,1035,134,670,25,38,0,6,10,1,0,-1
520,30630.0,1,1,27,1,12,2,0,10,2,3,0,1,6
521,73454.0,0,0,982,73,351,56,14,175,2,6,1,0,-1
522,42691.0,0,0,179,2,64,38,17,58,5,6,0,1,2
523,70503.0,0,0,1379,33,216,0,33,66,2,9,1,0,-1
524,25545.0,1,0,32,1,64,16,12,85,2,3,0,1,6
525,32880.0,1,0,8,4,15,7,6,2,1,3,0,1,6
526,77863.0,0,0,881,38,319,16,25,12,4,10,1,2,-1
527,50353.0,0,0,141,15,153,67,31,35,4,6,0,2,2
528,61839.0,0,0,1000,155,379,224,17,120,4,4,1,0,-1
529,49154.0,1,1,206,10,67,30,27,71,4,8,0,2,16
530,47682.0,0,1,162,61,83,97,57,61,4,8,0,2,16
531,72679.0,0,1,619,54,260,127,54,54,4,5,1,0,42
532,57954.0,1,1,456,4,24,0,0,9,8,6,0,2,2
533,65316.0,1,1,112,6,92,3,9,38,3,5,0,1,7
534,28567.0,1,0,11,3,22,2,2,6,2,3,0,1,6
535,47352.0,0,1,172,12,112,8,0,15,6,5,0,1,7
536,44931.0,0,1,78,0,11,0,0,7,2,3,0,1,6
537,76982.0,0,0,464,151,292,65,60,30,8,4,1,0,-1
538,57247.0,0,1,99,4,32,37,54,6,2,7,0,1,4
539,22944.0,1,0,19,3,19,4,5,26,3,3,0,1,6
540,25315.0,1,0,1,9,8,11,3,22,3,3,0,1,6
541,43638.0,0,1,63,10,83,7,19,19,4,4,0,1,1
542,42710.0,1,0,252,3,42,4,3,102,4,3,0,1,-1
543,84169.0,0,0,1478,19,403,0,19,0,7,6,1,0,-1
544,54058.0,0,1,198,18,252,32,108,54,4,8,1,2,16
545,24683.0,1,0,8,4,10,6,7,6,2,4,0,1,1
546,85620.0,0,0,416,46,925,60,107,46,3,4,1,0,-1
547,47850.0,1,0,42,7,43,20,12,10,3,4,0,1,1
548,19514.0,1,1,14,3,21,2,1,28,3,2,0,1,0
549,27159.0,1,1,17,0,3,0,0,1,1,3,0,1,6
550,39548.0,1,1,15,4,10,3,4,18,1,3,0,1,6
551,21474.0,1,0,6,16,24,11,0,34,3,2,0,1,0
552,60504.0,0,1,458,0,24,6,4,34,6,8,1,2,16
553,22419.0,0,0,30,3,47,19,21,42,3,2,0,1,0
554,81698.0,0,0,179,28,520,111,123,47,3,13,1,0,-1
555,43462.0,1,1,90,17,97,15,6,15,4,5,0,1,7
556,54880.0,1,0,308,85,137,102,45,118,6,11,1,2,-1
557,79908.0,0,0,557,129,761,29,185,111,5,7,1,0,-1
558,15315.0,0,0,7,4,13,15,8,17,2,4,0,1,1
559,87771.0,0,1,1492,38,287,50,57,33,5,4,1,0,-1
560,33039.0,1,0,30,8,12,8,8,12,2,4,0,1,1
561,81741.0,0,0,249,153,940,58,134,38,6,7,1,0,-1
562,71499.0,0,1,465,25,132,136,0,37,8,13,1,2,22
563,62466.0,0,1,129,129,259,168,121,83,6,12,1,2,30
564,48799.0,0,1,174,18,81,28,6,24,3,7,0,1,4
565,52157.0,0,1,189,2,29,3,2,40,3,5,0,1,7
566,66565.0,0,1,747,10,161,65,40,42,4,9,1,2,21
567,29298.0,1,1,6,0,2,2,0,1,1,2,0,1,0
568,47691.0,0,1,14,0,3,0,0,4,1,2,0,1,0
569,38200.0,1,1,12,0,4,0,0,1,1,2,0,1,0
570,44989.0,0,1,98,0,106,49,10,106,5,5,0,1,7
571,38443.0,1,1,32,0,5,0,0,1,1,3,0,1,6
572,38593.0,1,0,51,12,49,17,24,24,4,3,0,1,6
573,64413.0,0,1,200,5,44,0,10,20,5,5,0,1,7
574,36959.0,1,0,25,6,25,6,0,0,2,3,0,1,6
575,61996.0,0,1,1050,12,144,0,0,24,6,8,1,0,-1
576,51287.0,1,1,117,0,22,13,0,30,4,3,0,1,6
577,13260.0,1,1,9,4,17,10,2,7,3,3,0,1,6
578,47472.0,1,1,56,0,11,0,0,8,2,4,0,1,1
579,54603.0,1,1,145,13,46,17,2,4,4,4,0,1,1
580,45207.0,1,1,203,0,10,0,0,2,3,6,0,1,2
581,40689.0,0,1,270,3,27,39,6,99,7,5,0,1,7
582,47821.0,1,1,9,0,16,6,6,10,1,3,0,1,6
583,27450.0,0,0,37,12,23,8,11,52,2,3,0,1,6
584,39453.0,1,0,46,0,7,0,0,2,2,3,0,1,6
585,26850.0,1,1,31,1,13,7,2,9,2,4,0,1,1
586,79800.0,0,0,1060,21,530,32,0,224,5,5,1,0,-1
587,61794.0,0,1,264,47,188,54,47,11,4,10,1,2,27
588,53863.0,0,1,399,4,30,6,4,30,7,7,0,2,4
589,24221.0,0,0,8,9,9,2,5,22,1,3,0,1,6
590,39684.0,1,0,19,0,35,6,4,17,2,2,0,1,0
591,92163.0,0,0,817,183,797,106,163,20,5,5,1,0,-1
592,69882.0,0,0,292,127,635,132,127,165,3,9,1,0,-1
593,33178.0,1,0,12,6,2,11,2,16,1,3,0,1,6
594,59973.0,0,0,130,30,168,20,34,0,3,7,0,2,4
595,17459.0,1,0,6,4,16,3,10,30,3,2,0,1,0
596,23910.0,1,0,16,12,18,7,1,13,2,3,0,1,6
597,42169.0,1,1,19,0,9,0,0,2,1,3,0,1,6
598,26224.0,1,0,4,7,15,13,9,15,2,3,0,1,6
599,31089.0,1,0,31,3,31,2,8,4,3,4,0,1,1
600,30081.0,0,1,36,0,2,0,0,4,1,3,0,1,6
601,62807.0,0,1,526,28,135,10,21,99,5,12,1,2,23
602,72906.0,0,0,400,32,519,71,75,54,3,9,1,0,-1
603,61467.0,0,2,410,16,114,0,5,49,5,10,1,2,3
604,49618.0,1,1,80,3,26,4,2,14,3,3,0,1,6
605,21888.0,1,0,88,10,46,2,3,64,5,2,0,1,0
606,42429.0,0,1,55,0,6,2,0,4,1,3,0,1,6
607,26150.0,2,1,5,1,13,3,5,1,1,3,0,1,6
608,30801.0,0,1,8,4,5,15,2,11,1,3,0,1,6
609,81168.0,0,0,410,0,592,147,22,22,6,7,1,0,18
610,26877.0,0,0,101,13,76,20,18,40,3,6,0,1,33
611,45006.0,0,0,162,25,53,16,0,10,3,7,0,1,4
612,18978.0,1,0,2,8,1,4,7,15,1,3,0,1,6
613,22574.0,2,1,25,0,8,2,0,2,2,3,0,1,6
614,48240.0,0,0,389,91,248,64,49,41,6,13,1,2,-1
615,45837.0,1,1,215,13,87,17,17,24,6,5,0,1,7
616,35791.0,2,1,27,0,5,0,0,3,1,3,0,1,6
617,162397.0,1,1,85,1,16,2,1,2,0,1,1,0,-1
618,54162.0,1,1,5,6,10,6,5,10,1,3,0,1,6
619,30522.0,0,1,179,8,83,19,11,26,1,9,0,2,-1
620,54456.0,0,1,352,0,27,10,0,15,6,7,0,2,4
621,31632.0,0,0,17,8,12,11,15,32,2,2,0,1,0
622,72298.0,0,0,625,35,169,58,17,35,4,6,1,0,-1
623,36975.0,1,0,10,6,11,0,4,2,1,3,0,1,6
624,72635.0,0,0,390,22,323,104,35,107,6,6,1,0,35
625,13624.0,1,0,10,2,15,2,1,6,2,3,0,1,6
626,84196.0,0,1,215,63,507,231,31,190,8,7,1,0,-1
627,70971.0,0,1,1001,17,572,93,125,17,11,5,1,0,-1
628,34487.0,1,1,19,18,33,24,1,8,3,3,0,1,6
629,28769.0,1,0,41,5,129,10,3,3,4,4,0,1,1
630,69084.0,1,0,1181,107,199,39,30,30,7,13,1,2,43
631,65488.0,0,0,603,45,207,36,18,54,3,6,1,0,-1
632,62466.0,0,1,129,129,259,168,121,83,6,12,1,2,30
633,32218.0,0,0,10,24,15,13,1,30,2,3,0,1,6
634,83917.0,0,0,514,22,732,42,198,79,6,7,1,0,-1
635,46102.0,2,1,14,0,1,0,0,1,1,2,0,1,0
636,84574.0,0,0,387,20,713,38,54,163,9,11,1,0,-1
637,56181.0,0,1,121,103,69,8,44,48,4,7,0,1,4
638,63120.0,0,1,965,69,279,54,41,69,8,9,1,2,-1
639,73691.0,0,1,707,21,250,85,43,73,6,8,1,0,-1
640,63381.0,0,1,571,50,142,33,50,159,4,13,1,2,34
641,76140.0,0,0,586,66,653,17,0,26,5,6,1,0,-1
642,62859.0,0,1,1063,89,102,16,12,25,9,6,1,0,-1
643,45906.0,0,1,305,3,27,4,3,144,5,4,0,1,1
644,77632.0,0,0,1200,105,758,0,42,147,4,6,1,0,-1
645,46463.0,1,1,163,2,40,8,11,11,3,6,0,1,2
646,105471.0,0,0,1009,181,104,202,21,207,9,13,1,2,-1
647,55282.0,1,0,125,6,73,8,4,19,3,6,0,1,2
648,78710.0,0,1,721,0,152,119,50,50,7,12,1,2,-1
649,66886.0,0,1,315,4,62,41,31,146,7,7,1,2,4
650,98777.0,0,0,1000,19,711,125,115,38,4,9,1,0,-1
651,29103.0,1,0,16,0,17,6,3,6,1,3,0,1,6
652,67445.0,0,1,757,80,217,29,80,11,9,12,1,2,44
653,50616.0,0,1,30,2,25,0,1,9,1,4,0,1,1
654,49431.0,0,1,219,3,100,26,0,17,7,5,0,1,7
655,153924.0,0,0,1,1,1,1,1,1,0,0,1,0,-1
656,61278.0,0,1,111,3,28,2,6,15,3,4,0,1,1
657,26490.0,0,0,45,47,52,21,20,25,3,5,0,1,26
658,73059.0,0,1,410,112,420,0,82,71,9,13,1,0,38
659,46734.0,1,2,100,1,39,6,1,76,3,3,0,1,6
660,56253.0,0,1,509,0,65,7,11,5,7,9,1,2,21
661,19986.0,1,0,3,6,5,0,2,6,0,3,0,1,6
662,58330.0,0,1,445,53,213,104,98,151,6,13,1,2,-1
663,25965.0,0,0,2,2,11,41,7,11,2,3,0,1,6
664,14661.0,0,0,4,1,11,6,2,2,1,3,0,1,6
665,18690.0,0,0,6,1,7,23,4,19,1,2,0,1,0
666,45068.0,0,1,14,0,3,0,0,3,1,2,0,1,0
667,21063.0,1,0,1,10,11,19,3,15,2,3,0,1,6
668,29187.0,1,0,26,0,6,0,0,2,1,3,0,1,6
669,54690.0,1,1,111,16,37,7,9,18,3,5,0,1,7
670,59304.0,0,1,418,61,428,80,51,10,7,10,1,0,-1
671,59247.0,0,2,327,9,122,19,14,83,5,9,1,2,9
672,66731.0,0,1,371,159,194,58,106,141,4,6,1,0,-1
673,77353.0,0,1,275,59,107,69,101,59,6,8,1,2,45
674,52614.0,0,1,789,0,142,12,9,38,2,8,1,2,-1
675,26751.0,2,0,1,1,5,0,3,1,1,2,0,1,0
676,81300.0,0,1,1004,12,145,32,12,36,10,5,1,0,-1
677,70337.0,0,0,187,81,149,25,43,91,2,12,1,2,-1
678,36145.0,1,0,56,4,76,17,1,18,4,3,0,1,6
679,65295.0,0,0,365,32,117,34,110,6,3,13,1,2,-1
680,68118.0,0,1,595,23,123,10,23,154,8,4,1,2,46
681,68743.0,0,0,1132,134,384,175,134,115,11,13,1,2,-1
682,41039.0,0,0,34,11,137,179,61,45,8,5,0,1,7
683,38946.0,0,1,116,6,82,6,6,41,3,6,0,1,2
684,65777.0,0,0,565,32,435,28,32,54,2,6,1,0,15
685,66476.0,0,1,372,18,126,47,48,78,5,11,1,2,64
686,86857.0,0,0,899,102,838,133,102,40,5,10,1,0,47
687,160803.0,0,0,55,16,1622,17,3,4,0,1,1,0,-1
688,77845.0,0,0,760,40,480,0,40,26,3,12,1,0,-1
689,69476.0,0,0,260,86,559,63,9,67,4,4,1,0,-1
690,50611.0,0,1,459,0,24,6,0,4,4,7,0,2,4
691,61209.0,0,0,466,0,224,119,49,99,5,4,1,0,-1
692,42315.0,0,1,67,15,80,17,11,80,1,4,0,1,1
693,13084.0,0,0,2,0,7,3,7,10,1,3,0,1,6
694,47570.0,1,1,67,1,20,0,2,31,2,2,0,1,0
695,61923.0,0,2,92,4,18,3,3,6,2,4,0,1,1
696,34824.0,0,0,4,2,11,2,0,4,1,2,0,1,0
697,26518.0,1,1,20,1,28,3,3,2,2,3,0,1,6
698,45938.0,0,0,273,11,178,62,83,29,8,6,0,2,2
699,78468.0,0,0,434,22,388,104,22,34,10,10,1,0,48
700,78901.0,0,1,321,11,309,33,26,34,9,5,1,0,-1
701,71427.0,2,0,212,123,177,15,64,23,8,8,1,2,16
702,71022.0,0,1,909,12,278,0,12,242,5,11,1,2,-1
703,90247.0,0,0,1184,32,352,21,16,16,3,7,1,0,-1
704,41335.0,1,0,112,19,21,16,14,5,4,4,0,1,1
705,71952.0,1,0,656,80,455,52,107,93,8,8,1,0,32
706,35682.0,1,0,23,0,8,6,2,18,1,3,0,1,6
707,43185.0,0,1,537,6,42,16,6,30,9,6,0,2,19
708,66375.0,0,1,712,0,45,0,0,191,2,5,1,2,-1
709,35178.0,1,0,23,1,13,2,2,18,1,2,0,1,0
710,25252.0,1,0,1,3,4,2,2,6,1,2,0,1,0
711,55250.0,0,1,664,58,83,32,0,66,7,10,1,2,-1
712,33249.0,1,0,6,10,21,19,14,42,2,3,0,1,6
713,58398.0,0,0,299,5,201,21,21,49,5,8,1,2,16
714,50272.0,1,0,99,13,66,43,8,4,4,5,0,1,7
715,76618.0,0,0,749,40,294,121,160,147,3,5,1,0,-1
716,87305.0,0,0,345,25,501,63,138,80,5,8,1,0,-1
717,25851.0,1,0,9,4,18,7,5,5,2,3,0,1,6
718,58710.0,0,1,440,81,368,0,122,174,11,9,1,0,-1
719,45160.0,1,1,8,2,5,3,0,3,1,2,0,1,0
720,74806.0,0,1,670,9,249,0,28,9,5,5,1,0,42
721,59111.0,0,0,524,0,134,28,28,155,11,8,1,2,16
722,18988.0,1,0,6,0,6,2,1,1,1,3,0,1,6
723,72190.0,0,0,597,166,597,172,166,249,5,4,1,0,-1
724,7500.0,1,0,7,0,12,13,7,32,4,2,0,1,0
725,44794.0,0,1,54,0,7,0,0,4,2,3,0,1,6
726,80395.0,0,0,445,25,706,80,76,48,6,12,1,0,-1
727,75012.0,0,0,294,142,218,164,58,151,3,11,1,2,-1
728,56962.0,2,1,292,3,77,10,3,26,6,5,0,1,7
729,89891.0,0,0,412,22,132,59,28,183,11,8,1,2,-1
730,35946.0,1,1,8,0,3,0,0,0,0,3,0,1,6
731,53593.0,1,1,349,4,78,6,0,43,7,6,0,2,2
732,66373.0,1,1,328,9,124,12,24,109,4,10,1,2,12
733,45072.0,1,2,144,2,99,7,2,30,6,4,0,1,1
734,89694.0,1,1,1126,28,211,37,28,42,4,4,1,0,-1
735,72025.0,0,0,967,0,617,43,50,0,4,13,1,0,-1
736,67432.0,0,1,432,79,341,177,136,170,8,4,1,0,14
737,70545.0,0,1,138,39,63,55,18,21,4,7,0,2,4
738,17487.0,1,0,0,0,1,7,4,6,1,2,0,1,0
739,62882.0,0,1,509,133,497,78,24,97,7,6,1,0,15
740,64108.0,0,1,948,10,86,13,21,21,6,11,1,2,-1
741,34941.0,1,1,39,2,25,4,3,24,3,3,0,1,6
742,48767.0,1,2,28,1,21,3,0,10,2,3,0,1,6
743,38702.0,1,0,13,11,24,13,8,40,3,4,0,1,1
744,82224.0,0,0,307,26,360,138,31,40,6,5,1,0,-1
745,83844.0,0,0,901,31,345,75,31,191,4,11,1,2,49
746,17003.0,1,0,2,5,12,4,8,7,2,4,0,1,1
747,71163.0,0,0,283,17,372,138,106,44,3,12,1,0,63
748,33697.0,1,0,4,3,7,0,3,11,1,2,0,1,0
749,63564.0,0,0,769,80,252,15,34,65,10,7,1,0,20
750,83443.0,0,0,518,42,742,55,56,84,6,5,1,0,-1
751,51518.0,0,1,350,8,66,17,4,4,3,10,1,2,12
752,58330.0,0,1,445,53,213,104,98,151,6,13,1,2,-1
753,80952.0,0,0,778,178,689,41,27,44,8,11,1,0,-1
754,75507.0,0,0,709,93,374,104,80,80,8,6,1,0,-1
755,63855.0,0,0,359,35,314,93,116,89,7,13,1,2,-1
756,62220.0,0,1,799,12,375,16,12,12,7,5,1,0,-1
757,58512.0,0,1,895,10,101,13,0,152,3,8,1,2,-1
758,40662.0,1,0,40,2,23,0,4,23,2,3,0,1,6
759,38829.0,0,1,76,0,7,0,0,16,3,2,0,1,0
760,35523.0,1,0,11,5,22,12,5,11,3,3,0,1,6
761,79146.0,1,1,245,16,223,21,43,16,8,8,1,2,-1
762,78285.0,0,0,647,107,391,175,67,40,6,10,1,0,-1
763,31626.0,1,0,39,1,9,2,1,34,2,2,0,1,0
764,75127.0,0,0,203,35,305,46,17,227,2,5,1,0,50
765,48726.0,0,1,138,3,38,4,0,59,3,4,0,1,1
766,74985.0,0,0,587,51,898,247,0,86,3,7,1,0,-1
767,67430.0,0,0,595,97,291,127,133,121,11,12,1,2,-1
768,46891.0,0,1,43,12,23,29,15,61,2,4,0,1,1
769,62058.0,0,1,301,7,74,10,0,58,6,7,1,2,4
770,72063.0,0,1,180,32,348,76,32,90,5,12,1,0,63
771,78939.0,0,0,794,115,243,150,0,205,8,6,1,0,31
772,42720.0,1,1,392,5,91,28,26,112,7,7,0,2,-1
773,33622.0,1,1,39,1,22,3,4,12,2,4,0,1,1
774,6835.0,0,1,107,2,12,2,2,12,0,1,0,1,51
775,41452.0,1,1,13,0,3,0,0,0,1,2,0,1,0
776,40760.0,0,1,70,0,17,0,0,6,2,3,0,1,6
777,74250.0,0,0,680,11,392,75,0,0,2,4,1,0,-1
778,51124.0,1,1,26,1,11,0,1,4,1,3,0,1,6
779,72258.0,0,1,522,0,522,227,120,134,6,5,1,0,52
780,71466.0,0,0,412,12,546,78,182,0,4,10,1,0,-1
781,36283.0,1,1,6,5,5,8,0,5,1,3,0,1,6
782,20587.0,1,0,2,3,6,4,1,9,1,2,0,1,0
783,30467.0,1,0,1,3,8,2,5,5,1,2,0,1,0
784,31590.0,1,0,6,2,15,6,6,3,1,3,0,1,6
785,20425.0,1,0,4,12,5,3,16,17,2,3,0,1,6
786,17144.0,1,1,18,2,19,0,2,6,3,4,0,1,1
787,42564.0,0,1,324,48,186,39,18,198,6,4,0,1,-1
788,43783.0,1,0,327,9,125,25,4,139,7,8,0,2,16
789,40780.0,0,1,229,27,71,13,3,34,7,5,0,1,7
790,62847.0,0,0,521,168,706,80,76,61,3,4,1,0,-1
791,82017.0,0,0,184,23,446,30,23,23,5,7,1,0,-1
792,16813.0,0,0,4,8,11,12,2,13,2,3,0,1,6
793,51267.0,1,1,183,2,64,7,2,12,3,5,0,1,7
794,46524.0,0,1,31,19,35,26,14,52,1,5,0,1,7
795,45183.0,0,0,219,3,60,12,9,12,4,7,0,2,4
796,70421.0,0,1,479,28,136,75,14,35,10,7,1,2,-1
797,60161.0,0,1,584,44,212,46,8,177,11,8,1,2,16
798,73926.0,0,0,627,91,597,159,91,15,6,12,1,0,-1
799,19329.0,1,0,24,1,16,12,2,5,4,3,0,1,6
800,61872.0,0,1,330,5,159,36,27,16,4,9,1,2,9
801,46984.0,1,1,19,1,10,2,1,8,1,3,0,1,6
802,34838.0,1,1,28,23,29,29,14,47,2,4,0,1,1
803,82716.0,0,0,606,148,228,15,148,22,6,13,1,2,-1
804,48192.0,0,0,1039,43,204,153,58,29,2,12,1,2,-1
805,49681.0,0,2,411,0,26,0,0,21,7,7,0,2,4
806,56850.0,0,1,34,1,19,2,7,0,1,3,0,1,6
807,55267.0,0,1,161,28,136,32,3,45,3,6,0,2,2
808,59666.0,1,1,623,53,178,23,17,133,3,8,1,2,16
809,72504.0,0,1,604,26,470,123,161,94,5,6,1,0,-1
810,26872.0,0,0,3,10,8,3,16,32,1,2,0,1,0
811,21359.0,1,0,12,2,17,6,1,10,2,3,0,1,6
812,73170.0,0,0,184,174,256,50,30,32,5,6,1,0,-1
813,52750.0,0,1,393,0,239,90,69,69,5,9,1,2,-1
814,91820.0,0,0,410,73,747,76,161,30,5,12,1,0,-1
815,65968.0,0,1,376,9,83,19,4,4,5,7,1,2,4
816,30772.0,1,1,7,2,4,2,1,4,1,2,0,1,0
817,22507.0,0,0,68,0,226,51,157,68,10,4,0,1,-1
818,65685.0,0,1,642,14,49,0,7,57,9,9,1,2,21
819,25804.0,1,0,8,7,9,13,6,12,2,3,0,1,6
820,76412.0,0,0,840,53,804,23,71,17,5,8,1,0,-1
821,22063.0,1,0,7,10,13,3,11,11,2,3,0,1,6
822,57091.0,0,0,464,5,64,7,0,37,7,7,1,2,4
823,22419.0,0,0,30,3,47,19,21,42,3,2,0,1,0
824,87771.0,0,1,1492,38,287,50,57,33,5,4,1,0,-1
825,78353.0,0,1,752,122,476,39,153,34,10,11,1,0,-1
826,93404.0,1,2,1279,15,287,20,0,15,3,7,1,0,-1
827,37859.0,1,2,22,1,8,2,1,2,1,3,0,1,6
828,80995.0,0,1,860,28,409,73,56,56,8,4,1,0,-1
